work_order_id,response_sequence,responded_date,satisfaction_score
WO-009561,1,2019-11-29,9
WO-009563,1,2019-11-23,7
WO-009569,1,2019-11-23,7
WO-009598,1,2019-12-05,8
WO-009599,1,2019-12-02,9
WO-009609,1,2019-12-07,9
WO-009620,1,2019-12-09,5
WO-009620,2,2019-12-30,8
WO-009623,1,2019-11-28,9
WO-009624,1,2019-12-13,7
WO-009632,1,2019-12-05,8
WO-009633,1,2019-12-02,8
WO-009636,1,2019-12-09,9
WO-009642,1,2019-11-26,6
WO-009645,1,2019-12-03,8
WO-009646,1,2019-12-14,9
WO-009653,1,2019-12-06,5
WO-009653,2,2019-12-21,9
WO-009654,1,2019-12-21,5
WO-009654,2,2019-12-29,5
WO-009660,1,2019-12-11,10
WO-009661,1,2019-12-19,6
WO-009661,2,2019-12-27,5
WO-009663,1,2019-12-11,9
WO-009671,1,2019-12-08,7
WO-009672,1,2019-12-17,3
WO-009674,1,2019-12-13,9
WO-009682,1,2019-12-14,6
WO-009686,1,2019-12-13,7
WO-009692,1,2019-12-08,10
WO-009706,1,2019-12-14,9
WO-009708,1,2019-12-11,7
WO-009714,1,2019-12-19,9
WO-009717,1,2019-12-21,7
WO-009718,1,2019-12-25,8
WO-009725,1,2019-12-13,8
WO-009730,1,2019-12-24,9
WO-009731,1,2019-12-10,8
WO-009735,1,2019-12-26,7
WO-009737,1,2019-12-18,5
WO-009748,1,2019-12-16,8
WO-009749,1,2019-12-21,7
WO-009758,1,2019-12-12,8
WO-009760,1,2019-12-22,7
WO-009765,1,2019-12-27,9
WO-009768,1,2019-12-22,9
WO-009774,1,2019-12-22,9
WO-009842,1,2019-12-26,5
WO-009850,1,2019-12-28,5
WO-009853,1,2019-12-29,8
WO-009884,1,2019-12-27,7
WO-009896,1,2019-12-31,9
